pseudo_uprn,epc,glazing,tenure,property_type
7D7CA2AADA,1,Double/triple glazed,Owner-occupied,Flat
33B7F617B2,1,Double/triple glazed,Rented,Flat
F9E9E2215F,1,Double/triple glazed,Rented,House
050FD9855E,1,,Rented,House
646BF2AB5A,1,Double/triple glazed,Rented,House
BD89181C91,1,Double/triple glazed,Owner-occupied,House
9B9E82F911,1,,,
D2464124FA,1,Double/triple glazed,,
376B5D8E65,1,Double/triple glazed,,Flat
42DC209064,1,,,
723203B63C,1,Double/triple glazed,Rented,Flat
930DBD4C63,1,Double/triple glazed,Rented,House
4C70D60198,1,Double/triple glazed,Rented,House
72D81E9808,1,Double/triple glazed,,
70A79E5E20,1,Double/triple glazed,Owner-occupied,House
C9672CF910,1,Double/triple glazed,,
BB0EE697B2,1,Double/triple glazed,Rented,Flat
8D6E1F8B78,1,Double/triple glazed,,Flat
148931F23C,1,Double/triple glazed,,
07E6124820,1,Double/triple glazed,,
A6C59A44EB,1,Double/triple glazed,Rented,Flat
BFBF5F06E1,1,Double/triple glazed,Owner-occupied,House
0279DFCFD9,1,Double/triple glazed,,
4F1CA409B8,1,Double/triple glazed,,
A01DF7DD5D,1,,Owner-occupied,Flat
15C154B0EB,1,Double/triple glazed,,
C88D11D9F5,1,Double/triple glazed,Rented,Maisonette
4DDF3121E5,1,Double/triple glazed,,
3FF36BC30E,1,Double/triple glazed,Rented,House
206050F879,1,Double/triple glazed,Rented,Flat
B336CBBF07,1,Double/triple glazed,Rented,Flat
278159DD04,1,Double/triple glazed,Rented,Flat
E7AB57EF53,1,Double/triple glazed,,
D192A6E48A,1,Double/triple glazed,Rented,Flat
F18C45944B,1,Double/triple glazed,Owner-occupied,House
67008BC67C,1,Double/triple glazed,,
A3A3ADA21D,1,Double/triple glazed,,
6ECBDEBD45,1,Double/triple glazed,,
45F3A2079C,1,,,
3CEB3D60B4,1,Double/triple glazed,Rented,Flat
53A7A8C1BA,1,Double/triple glazed,Rented,Flat
34AB1F114A,1,Double/triple glazed,Rented,Flat
8F3D78B1C8,1,Double/triple glazed,Rented,House
A799D5D98C,1,Double/triple glazed,Rented,Maisonette
35DD5B5DD6,1,,,
01EBB8F505,1,Double/triple glazed,,
284733CB99,1,,,
FEB6D476A1,1,Double/triple glazed,,
9288ABF6B6,1,,Owner-occupied,House
DBA39A7B26,1,Double/triple glazed,Rented,House
9864F41D66,1,Double/triple glazed,Rented,House
6FC70E87EC,1,Double/triple glazed,,
7C94EADB6A,1,Double/triple glazed,Owner-occupied,House
4BE8E1C582,1,,,Flat
604CEB640B,1,Double/triple glazed,,
D4ECE8E67A,1,Double/triple glazed,,
2078ACB717,1,Double/triple glazed,Rented,House
E9BDDCB09C,1,Double/triple glazed,,Flat
9F229B72F7,1,,Rented,Maisonette
3A3C05DD08,1,Double/triple glazed,Rented,Flat
F04D815DDC,1,Double/triple glazed,Rented,House
243EF173D0,1,Double/triple glazed,Rented,House
A815AD791B,1,,,
C8FF8398F9,1,Double/triple glazed,Rented,House
8FC75456EC,1,Double/triple glazed,Owner-occupied,House
A226494671,1,,Rented,Flat
FE97F114C5,1,,,
827F7FE3BB,1,Double/triple glazed,Owner-occupied,House
8F166E53E0,1,Double/triple glazed,,Flat
8CBDF3D04B,1,Double/triple glazed,,
90AF265756,1,Double/triple glazed,Rented,House
69ECCC969E,1,Double/triple glazed,Owner-occupied,House
0DCBAF65CE,1,Double/triple glazed,Rented,Flat
F82BA5B803,1,Double/triple glazed,Owner-occupied,House
C8F75DA72E,1,Double/triple glazed,Rented,House
1D3F8DC104,1,Double/triple glazed,,Flat
77F8F18927,1,,Rented,Maisonette
EDE95EF73A,1,Double/triple glazed,Owner-occupied,House
8C9312E0F7,1,Double/triple glazed,Owner-occupied,Flat
2489A63374,1,Double/triple glazed,,
60515784A1,1,Double/triple glazed,Rented,Maisonette
40D954440E,1,Double/triple glazed,,
4CE6B25228,1,Double/triple glazed,,
99B4B35CC4,1,Double/triple glazed,,
210A28E4B7,1,Double/triple glazed,Rented,House
CBF4033928,1,Double/triple glazed,Rented,Flat
35130B616D,1,Double/triple glazed,Rented,House
7E1600AEDA,1,Double/triple glazed,,
5ED53CA066,1,Double/triple glazed,Rented,Flat
91E517ADEC,1,Double/triple glazed,Rented,Maisonette
03A06FECE3,1,Double/triple glazed,,
F83AC7D378,1,Double/triple glazed,Rented,Flat
31A34371BF,1,,,
226402303D,1,Double/triple glazed,Owner-occupied,Flat
C1555BEBCB,1,Double/triple glazed,Rented,House
D8338EB7B2,1,,,
B798D232C4,1,,,
7B237B66DF,1,Double/triple glazed,Rented,Flat
1FB994B2A0,1,Double/triple glazed,Rented,House
AF5D768BB1,1,Double/triple glazed,,
520E3EE66E,1,Double/triple glazed,Rented,Flat
3741554CC9,1,Double/triple glazed,Rented,Maisonette
58B203AB33,1,,Rented,Flat
AA1D76D102,1,Double/triple glazed,,
6DD68D9AC6,1,Double/triple glazed,Owner-occupied,Flat
A330736C59,1,Double/triple glazed,,Flat
C8F992D40B,1,Double/triple glazed,Rented,Flat
E7AF892A30,1,Double/triple glazed,Rented,Maisonette
36D3FDAD29,1,Double/triple glazed,Rented,Flat
F7905B4B48,1,Double/triple glazed,Owner-occupied,Flat
6284CD7A2F,1,Double/triple glazed,Owner-occupied,House
6E1143EAC8,1,Double/triple glazed,Owner-occupied,House
0C64BA94B7,1,Double/triple glazed,Rented,House
E5CEA30B07,1,Double/triple glazed,Rented,Flat
E650B2B4C9,1,Double/triple glazed,Rented,Flat
43B6CB78BD,1,,Rented,House
C1910C7B3D,1,Double/triple glazed,Rented,House
D506B4733B,1,Double/triple glazed,Rented,Flat
309BFD3569,1,Double/triple glazed,Rented,Flat
4FE867EB79,1,Double/triple glazed,Owner-occupied,House
6E41C9B146,1,Double/triple glazed,Rented,Flat
1EE4EF92FA,1,,Rented,Flat
C44D3D8F5B,1,,Rented,Flat
CD35BCD243,1,,Rented,Flat
160284F392,1,Double/triple glazed,Rented,Flat
4AF7F490EC,1,Double/triple glazed,,
18A581DA27,1,Double/triple glazed,,
F9CB8AF980,1,Double/triple glazed,Rented,Flat
B3CDBFB2FD,1,Double/triple glazed,Rented,Flat
E1CE0AFF97,1,,Rented,Flat
31560CF7C4,1,Double/triple glazed,Owner-occupied,House
6E6461ACA4,1,Double/triple glazed,Rented,Maisonette
06ED0E93C6,1,Double/triple glazed,Rented,Maisonette
CD8CCE0717,1,,,Flat
81A82B3264,1,Double/triple glazed,,
F034F303A1,1,,Rented,Flat
F8161E8CCC,1,Double/triple glazed,Rented,Flat
D21A7B88F9,1,Double/triple glazed,Owner-occupied,Flat
5F8D5F5C26,1,Double/triple glazed,,
B80D2AB29D,1,,Rented,Maisonette
FC47891745,1,Double/triple glazed,,
A239899D08,1,Double/triple glazed,Rented,House
81AD47CC8A,1,Double/triple glazed,,
A492CDB90D,1,Double/triple glazed,Rented,Maisonette
124BEA8310,1,Double/triple glazed,Rented,House
FEFDAA3442,1,Double/triple glazed,Rented,House
28F436E51F,1,Double/triple glazed,Owner-occupied,House
6B192CFA26,1,Double/triple glazed,Rented,House
CB5CBF2E4A,1,Double/triple glazed,,
B78094D745,1,Double/triple glazed,,
89A4116BC0,1,Double/triple glazed,,Maisonette
75A2909F90,1,Double/triple glazed,Rented,Maisonette
8C6CE2A612,1,Double/triple glazed,,
178549DA84,1,Double/triple glazed,,
EA16F3704F,1,,Rented,House
C4BA7847FD,1,Double/triple glazed,Rented,House
03FFFFA631,1,Double/triple glazed,Rented,House
22B97A392A,1,Double/triple glazed,,
3D30088D2F,1,Double/triple glazed,,
7862E42F23,1,Double/triple glazed,,
9651F5C56F,1,Double/triple glazed,,
5820BDA1A8,1,Double/triple glazed,Rented,House
7212DA2718,1,Double/triple glazed,,
C65D129E97,1,Double/triple glazed,Owner-occupied,Flat
71B9218D7D,1,Double/triple glazed,Rented,Flat
5A0B34AB16,1,Double/triple glazed,Rented,House
7F7443326B,1,Single glazed,,
20F5C5E104,1,Double/triple glazed,Rented,Flat
994E55AFEC,1,Double/triple glazed,,
13EBB1FA18,1,Double/triple glazed,,Flat
FC3C400E97,1,Double/triple glazed,,
275F465612,1,Double/triple glazed,Rented,Maisonette
A3AB37311A,1,Double/triple glazed,,Flat
DB72A5A30E,1,Double/triple glazed,,
55A89A8A76,1,Double/triple glazed,Rented,Flat
D3F67AE543,1,Double/triple glazed,,
336C5C35B8,1,Double/triple glazed,,
63951E5504,1,Double/triple glazed,,Flat
8B69BA0C7C,1,Double/triple glazed,,
8D74FAF11A,1,Double/triple glazed,Rented,House
0FDAF114FD,1,Double/triple glazed,Rented,Flat
915850C53B,1,Double/triple glazed,,
3449AFDA05,1,Double/triple glazed,Rented,Maisonette
B473A22350,1,Double/triple glazed,Rented,Maisonette
34F75CEAD1,1,Double/triple glazed,Rented,Flat
6470DC40B2,1,Double/triple glazed,Rented,Maisonette
86179F3733,1,Double/triple glazed,Owner-occupied,Flat
1EB14BDAAF,1,Double/triple glazed,Owner-occupied,House
E1CE8454EB,1,Double/triple glazed,,
F2F889B47D,1,,Rented,House
937BB6FABC,1,Double/triple glazed,Rented,Flat
08F06DBC96,1,Double/triple glazed,,Flat
C08BF49D93,1,Double/triple glazed,,
579EB66FD2,1,,,
0454B40545,1,Double/triple glazed,Rented,Flat
2687817595,1,Double/triple glazed,Rented,Flat
717AD146CB,1,Double/triple glazed,Rented,Flat
4108FEED0C,1,Double/triple glazed,,Flat
01598DC72D,1,Double/triple glazed,Owner-occupied,House
7D06963C97,1,Double/triple glazed,,
2A7AFB5CDA,1,Double/triple glazed,Owner-occupied,House
6B30BFE5B9,1,Double/triple glazed,,
7A74E1CDCC,1,Double/triple glazed,Rented,House
2C87D1A01E,1,Double/triple glazed,Rented,Flat
C29D113DF2,1,Double/triple glazed,,Flat
C1FEBA73E2,1,Double/triple glazed,Rented,Flat
01C3F19FBF,1,Double/triple glazed,,
04A18AFCE1,1,Double/triple glazed,Rented,Flat
EB5A556129,1,Double/triple glazed,Rented,Flat
02F677F3A9,1,Double/triple glazed,Owner-occupied,House
EFAEEA6DC0,1,Double/triple glazed,Owner-occupied,House
41470B17DB,1,Double/triple glazed,Rented,Flat
0D9B4D5A8D,1,Double/triple glazed,Owner-occupied,Maisonette
3CF9F3D165,1,Double/triple glazed,,
387F89C783,1,Double/triple glazed,,Flat
9E8B4D26DE,1,,Rented,Flat
68A5044D59,1,,Owner-occupied,Maisonette
B9BDD793E5,1,Double/triple glazed,Rented,Flat
1E4480F6C0,1,,,
B4F4B1CB35,1,Double/triple glazed,,Flat
2265DEE25B,1,Double/triple glazed,Owner-occupied,House
B6FA900800,1,Double/triple glazed,Rented,House
0E9363E1A6,1,Double/triple glazed,,
5BFB289DD5,1,Double/triple glazed,Owner-occupied,House
2A4E3029FD,1,Double/triple glazed,Rented,House
DA12E3B5D4,1,Double/triple glazed,Owner-occupied,House
549964CBE5,1,Double/triple glazed,Rented,House
73D4DE48DF,1,Double/triple glazed,,
E7EF4C85D4,1,,,
FC3953CB7D,1,Double/triple glazed,Rented,House
1CD534CFD7,1,Double/triple glazed,Owner-occupied,House
0EFF2D7DF3,1,Double/triple glazed,Rented,Flat
EB44BF8371,1,Double/triple glazed,,
9174B9458B,1,Double/triple glazed,Rented,Flat
FE219F93E5,1,Double/triple glazed,,
8A8CB3435E,1,Double/triple glazed,Rented,Flat
10AA504820,1,,Rented,House
FEA7D7755B,1,Double/triple glazed,,
3211665E59,1,Double/triple glazed,Owner-occupied,House
719C4FD2B3,1,Double/triple glazed,,
ACD2A246CC,1,Double/triple glazed,,Maisonette
D50CBAE5AB,1,Double/triple glazed,Owner-occupied,House
7D11B3FB7B,1,Double/triple glazed,,
5905748FF0,1,Double/triple glazed,,
7C181FACEA,1,,,
92FE79C104,1,Double/triple glazed,,Flat
6821341438,1,Double/triple glazed,,
3F0A0B0D14,1,Double/triple glazed,Owner-occupied,House
67919A2118,1,Double/triple glazed,Owner-occupied,Maisonette
B417504A26,1,Double/triple glazed,,
EEE660C747,1,,Rented,Flat
E62E859A3F,1,Double/triple glazed,Rented,Flat
5E964F9696,1,Double/triple glazed,Owner-occupied,Flat
215B434421,1,Double/triple glazed,,
F2D04521E3,1,,,
93A348700A,1,Double/triple glazed,Owner-occupied,House
18FA369511,1,Double/triple glazed,,
AA1D40C069,1,Double/triple glazed,,House
8A746C7E2D,1,,Rented,Flat
42A6DC8C1B,1,Double/triple glazed,,
DD78C5F4FA,1,Double/triple glazed,Owner-occupied,House
7394A2A661,1,Double/triple glazed,,
465D282B9D,1,Double/triple glazed,,House
0FE9EDBF8F,1,Double/triple glazed,,
2D90F06599,1,Double/triple glazed,Rented,Flat
1FD75828A4,1,Double/triple glazed,Owner-occupied,Flat
D11CC1F8C2,1,Double/triple glazed,Owner-occupied,House
5150CD75B8,1,Double/triple glazed,Owner-occupied,Flat
4CE91BCBA5,1,Double/triple glazed,Owner-occupied,House
8B5EE4077D,1,Double/triple glazed,Rented,House
2C76CF1446,1,Double/triple glazed,,
2B58BF8D93,1,,Rented,Flat
ED771F3465,1,Double/triple glazed,Rented,Flat
C86C8BBC8A,1,Double/triple glazed,,
12DAEF742C,1,,Owner-occupied,House
BE769865CF,1,,,
CDEB1251F5,1,Double/triple glazed,Rented,Maisonette
1FD03277BF,1,Double/triple glazed,Owner-occupied,House
67DB1FC840,1,Double/triple glazed,Rented,House
C04F1E39CD,1,,Rented,Flat
62D0C1D30E,1,Double/triple glazed,Rented,House
95ACE7778A,1,Double/triple glazed,Rented,Flat
C3300BBB3F,1,Double/triple glazed,Owner-occupied,Flat
11C8785386,1,Double/triple glazed,Owner-occupied,House
373E904690,1,Double/triple glazed,,
37E191DD12,1,Double/triple glazed,Owner-occupied,House
EC26C8F9D3,1,Double/triple glazed,Rented,House
08D7A43F16,1,,,
928218F44A,1,Double/triple glazed,Rented,Maisonette
B19377900F,1,Double/triple glazed,,
AF9612B660,1,Double/triple glazed,,
A8763D4968,1,Double/triple glazed,Rented,Flat
31F7E8667E,1,Double/triple glazed,Rented,Flat
A9147140D7,1,Double/triple glazed,,
D4369D771F,1,,Rented,Flat
772B8127F5,1,Double/triple glazed,Rented,House
F4A4777A1D,1,Double/triple glazed,,
F61A4FC3F2,1,Double/triple glazed,Owner-occupied,House
A8B25087B8,1,Double/triple glazed,,House
E7608E1165,1,Double/triple glazed,,
BE4D4CFFAE,1,Double/triple glazed,Owner-occupied,House
9490AA1316,1,Double/triple glazed,Rented,House
62A5F30409,1,Double/triple glazed,,
49B2BA75DA,1,,Rented,Flat
EA0D9AE82A,1,Double/triple glazed,Rented,Flat
24424D1744,1,,,
EFE7924407,1,Double/triple glazed,Rented,House
5738A8AB78,1,Double/triple glazed,,
1832893A6A,1,Double/triple glazed,Rented,Flat
2FDB0CD7E2,1,,Rented,House
37201D3E81,1,Double/triple glazed,Rented,Flat
3F38817F9F,1,Double/triple glazed,,
2CF16F107A,1,Double/triple glazed,,Maisonette
EAA094621E,1,Double/triple glazed,,
D974F8A4B1,1,Double/triple glazed,,
33C4B851EE,1,Double/triple glazed,Rented,Flat
BA28865388,1,Double/triple glazed,,
2E091F0833,1,Double/triple glazed,,
9A84498C8C,1,Double/triple glazed,Rented,Flat
CDFEF71B8D,1,Double/triple glazed,Owner-occupied,Flat
7D75611F08,1,,Rented,Maisonette
929DCBFF17,1,,Rented,Flat
3BC5C934C4,1,Double/triple glazed,Rented,House
D1AA63165C,1,Double/triple glazed,Rented,House
DCEDBEEFF6,1,,,
8EF4B48E03,1,Double/triple glazed,Rented,Flat
7DE6FBFBD1,1,Double/triple glazed,,
5B1D9C8864,1,Double/triple glazed,,
33B6A6D258,1,Double/triple glazed,Rented,House
A8649DD322,1,Double/triple glazed,Rented,Flat
E1024FEE7E,1,Double/triple glazed,Rented,Flat
E3C5F4FAD6,1,Double/triple glazed,Owner-occupied,House
77551B1935,1,Double/triple glazed,,
BA0A5F278D,1,Double/triple glazed,Rented,Flat
19BC22BBE4,1,Double/triple glazed,,
EA436B2243,1,Double/triple glazed,,
1EFF7981E6,1,Double/triple glazed,Rented,Flat
F6CD65D37C,1,Double/triple glazed,Owner-occupied,Flat
7B38E6F5B1,1,Double/triple glazed,,
1A9E7F31E4,1,Double/triple glazed,Owner-occupied,House
D3497F2DA8,1,Double/triple glazed,Rented,Flat
05A65316D3,1,Double/triple glazed,Rented,Flat
E76932F74C,1,Double/triple glazed,Rented,House
F0B68CE48E,1,Double/triple glazed,Rented,Flat
69C5CC5EE1,1,Double/triple glazed,,
179BB85300,1,Double/triple glazed,,
A331815495,1,Double/triple glazed,Rented,House
C2105C0A87,1,Double/triple glazed,Rented,House
91659EA0CB,1,Double/triple glazed,Rented,Flat
33B2650052,1,Double/triple glazed,,
096C7647E2,1,Double/triple glazed,,
590AC37294,1,Double/triple glazed,,
EFA5BA211B,1,Double/triple glazed,Rented,House
D3F9CCB53A,1,,Rented,Flat
80632D724B,1,Double/triple glazed,,
AFE1843AFC,1,Double/triple glazed,Rented,House
B21D9505EE,1,Double/triple glazed,,
C981E7C512,1,Double/triple glazed,Rented,Flat
EC5DA86977,1,,Rented,Maisonette
14098ABE08,1,Double/triple glazed,,
6566C8A07F,1,Double/triple glazed,,
DD2C4B95D5,1,Double/triple glazed,,
79037877FE,1,Double/triple glazed,,
48C51A7530,1,,Rented,House
D6FDB9E47C,1,,Rented,Flat
942F32E6C0,1,Double/triple glazed,,
C6221FA74A,1,Double/triple glazed,Owner-occupied,House
B9949F56CA,1,Double/triple glazed,,Maisonette
A5DA249D75,1,Double/triple glazed,Rented,House
AC06DA3BF9,1,Double/triple glazed,Rented,House
F15895F42C,1,Double/triple glazed,,
539D17196D,1,Double/triple glazed,Rented,Flat
551D22D541,1,,Rented,Flat
519783E528,1,Double/triple glazed,,
45431B07DF,1,,Rented,House
8C127D9E25,1,Double/triple glazed,Rented,House
6280D47941,1,Double/triple glazed,Rented,Flat
DBF56C9F8A,1,Double/triple glazed,Rented,House
42B65E3630,1,Double/triple glazed,Owner-occupied,House
C1C77393F2,1,Double/triple glazed,,
D5CBBA3188,1,Double/triple glazed,,
D7FFBF66D2,1,Double/triple glazed,,
87F8218C6E,1,Double/triple glazed,Owner-occupied,Flat
9A20F143A4,1,Double/triple glazed,,
D56D4B5364,1,Double/triple glazed,,
73E2D37256,1,Double/triple glazed,Rented,Flat
5077BDCA7C,1,,Rented,House
F506809124,1,Double/triple glazed,Owner-occupied,House
4E9A9D203C,1,Double/triple glazed,Owner-occupied,Flat
99506B8F79,1,Double/triple glazed,,
4AC1F872B1,1,Double/triple glazed,,
E80379BEB4,1,Double/triple glazed,Owner-occupied,House
6E60AC90DC,1,Double/triple glazed,Rented,Flat
28828A3EB6,1,Double/triple glazed,,
EA3154B2C7,1,Double/triple glazed,,
FB9F72CF79,1,Double/triple glazed,,
CBC088E8A0,1,Double/triple glazed,,
C5B3F9486E,1,Double/triple glazed,Owner-occupied,House
2FF6993751,1,Double/triple glazed,Rented,Flat
06DE3FDD04,1,Double/triple glazed,Owner-occupied,House
0810C3400B,1,Double/triple glazed,Owner-occupied,House
DA0C1293A7,1,Double/triple glazed,Rented,Maisonette
969773B783,1,Double/triple glazed,,
3EE80B7B6D,1,Double/triple glazed,Rented,House
0B6EECAFC3,1,Double/triple glazed,Owner-occupied,Flat
E8507FF7AE,1,Double/triple glazed,Rented,Flat
789241EB01,1,Double/triple glazed,,Flat
E323DB4C11,1,Double/triple glazed,Rented,Flat
D2E81B058C,1,Double/triple glazed,Owner-occupied,House
29D6C47D96,1,Double/triple glazed,,
AC2F25BD2E,1,Double/triple glazed,Owner-occupied,Bungalow
B5C6E0E412,1,Double/triple glazed,Rented,Maisonette
1BAFB853E8,1,Double/triple glazed,Rented,Maisonette
10BFEE9B8D,1,Double/triple glazed,,Flat
8CB6D6EFD9,1,Double/triple glazed,Rented,Flat
8549F424AC,1,Double/triple glazed,Rented,House
49C1BC0299,1,Double/triple glazed,,
1F5B417BAA,1,,,Flat
8DE4227C7C,1,Double/triple glazed,Rented,Flat
9BEFC1E4C6,1,,Owner-occupied,House
42CFD9BB1B,1,Double/triple glazed,,Flat
92CF7DC60D,1,Double/triple glazed,Rented,House
947535B7A4,1,,,
4D3349EEAF,1,,Owner-occupied,House
A6C1AD0832,1,,Rented,House
F74CE51D87,1,Double/triple glazed,,
534E0A734A,1,Double/triple glazed,,
F5EDAFE572,1,Double/triple glazed,Rented,Flat
268A91CD9F,1,,Rented,Flat
406513E2E3,1,Double/triple glazed,,
1B9B8CE64E,1,Double/triple glazed,,
3324CB091E,1,Double/triple glazed,Rented,Flat
A7309B5051,1,Double/triple glazed,,
109008E2CD,1,Double/triple glazed,,
DCF6572A6C,1,Double/triple glazed,Rented,Flat
B58EA7B5C8,1,Double/triple glazed,Rented,House
DCAAE4F140,1,Double/triple glazed,Rented,House
C9A23B14CC,1,Double/triple glazed,Rented,House
3A97657BBC,1,Double/triple glazed,Owner-occupied,House
4C9417C7E5,1,Double/triple glazed,Rented,House
21AF281205,1,Double/triple glazed,Rented,Flat
B52DE8D124,1,Double/triple glazed,,
05AFF1BFB5,1,Double/triple glazed,Owner-occupied,House
9F594D99DD,1,Double/triple glazed,,
B5B49E166C,1,Double/triple glazed,Rented,Flat
BFFAA3436A,1,,,Flat
A31B471E52,1,Double/triple glazed,,
71B717C4C5,1,Double/triple glazed,Rented,House
E489DACD13,1,Double/triple glazed,,Flat
578168AD58,1,Double/triple glazed,Owner-occupied,House
91F5E5AF96,1,Double/triple glazed,Rented,Flat
DFD16E7E05,1,Double/triple glazed,Rented,Flat
3168625BD5,1,Double/triple glazed,Rented,House
28DF47EA0C,1,Double/triple glazed,Rented,Flat
4A3C43AF5D,1,Double/triple glazed,,
92BE9A8AD1,1,Double/triple glazed,,
0B2ADF3524,1,Double/triple glazed,Rented,Flat
311D214C69,1,Double/triple glazed,Rented,Maisonette
56538E69C3,1,Double/triple glazed,Owner-occupied,House
DC6ADB209C,1,Double/triple glazed,Rented,Flat
97160593C4,1,Double/triple glazed,,
1FBE955623,1,Double/triple glazed,Rented,Flat
911854EABE,1,Double/triple glazed,Rented,Flat
6E317C0E44,1,Double/triple glazed,,Flat
C105C020C3,1,Double/triple glazed,,
3F532430B3,1,Double/triple glazed,,Flat
4EAC30F28D,1,Double/triple glazed,,House
BF2A0CEB7F,1,Double/triple glazed,Rented,House
1E99FD8274,1,Double/triple glazed,Rented,Flat
45FA31CAF7,1,Double/triple glazed,Rented,House
5308751551,1,Double/triple glazed,Rented,House
F223BE66D3,1,Double/triple glazed,Rented,House
5DE75152FB,1,Double/triple glazed,,
0C94F3CE88,1,Double/triple glazed,Rented,House
BB7326E702,1,Double/triple glazed,Owner-occupied,Flat
5ABF8B2DF9,1,Double/triple glazed,,
